全局样本索引,来源划分,来源内索引,真实标签名_仅离线评估使用,真实开放集标签_仅离线评估使用,未知分数,未知细分类标签,是否不确定样本
10008,unknown,7448,6-1,16,0.9644447,8,False
10009,unknown,7449,6-1,16,0.96493423,10,False
10010,unknown,7450,6-1,16,0.9640842,-1,True
10011,unknown,7451,6-1,16,0.9633692,8,False
10012,unknown,7452,6-1,16,0.9653841,8,False
10013,unknown,7453,6-1,16,0.9628831,8,False
10014,unknown,7454,6-1,16,0.96622384,8,False
10015,unknown,7455,6-1,16,0.963997,-1,True
10016,unknown,7456,6-1,16,0.9630222,10,False
10017,unknown,7457,6-1,16,0.9648041,8,False
10018,unknown,7458,6-1,16,0.9665155,8,False
10019,unknown,7459,6-1,16,0.96384823,8,False
10020,unknown,7460,6-1,16,0.96372485,8,False
10021,unknown,7461,6-1,16,0.96435165,8,False
10022,unknown,7462,6-1,16,0.9636854,8,False
10023,unknown,7463,6-1,16,0.9634606,10,False
10024,unknown,7464,6-1,16,0.9638535,8,False
10025,unknown,7465,6-1,16,0.96529454,8,False
10026,unknown,7466,6-1,16,0.9646232,8,False
10027,unknown,7467,6-1,16,0.9649311,8,False
10028,unknown,7468,6-1,16,0.9638994,8,False
10029,unknown,7469,6-1,16,0.9662724,8,False
10030,unknown,7470,6-1,16,0.9646706,8,False
10031,unknown,7471,6-1,16,0.9652672,8,False
10032,unknown,7472,6-1,16,0.96461296,8,False
10033,unknown,7473,6-1,16,0.9646683,8,False
10034,unknown,7474,6-1,16,0.96468574,8,False
10035,unknown,7475,6-1,16,0.9650682,-1,True
10036,unknown,7476,6-1,16,0.9653796,8,False
10037,unknown,7477,6-1,16,0.96468586,8,False
10038,unknown,7478,6-1,16,0.9649259,-1,True
10039,unknown,7479,6-1,16,0.9650446,10,False
10040,unknown,7480,6-1,16,0.96456134,10,False
10041,unknown,7481,6-1,16,0.9655096,8,False
10042,unknown,7482,6-1,16,0.9639947,8,False
10043,unknown,7483,6-1,16,0.9642783,10,False
10044,unknown,7484,6-1,16,0.96497816,10,False
10045,unknown,7485,6-1,16,0.96616906,8,False
10046,unknown,7486,6-1,16,0.96316415,8,False
10047,unknown,7487,6-1,16,0.96425974,-1,True
10048,unknown,7488,6-1,16,0.96330506,8,False
10049,unknown,7489,6-1,16,0.9658459,8,False
10050,unknown,7490,6-1,16,0.96642816,8,False
10051,unknown,7491,6-1,16,0.96380645,8,False
10052,unknown,7492,6-1,16,0.96583927,8,False
10053,unknown,7493,6-1,16,0.96425337,8,False
10054,unknown,7494,6-1,16,0.96382254,10,False
10055,unknown,7495,6-1,16,0.9658875,8,False
10056,unknown,7496,6-1,16,0.96380335,8,False
10057,unknown,7497,6-1,16,0.9656079,8,False
10058,unknown,7498,6-1,16,0.96323174,8,False
10059,unknown,7499,6-1,16,0.96442574,8,False
10060,unknown,7500,6-1,16,0.9657196,8,False
10061,unknown,7501,6-1,16,0.96409905,8,False
10062,unknown,7502,6-1,16,0.96327734,10,False
10063,unknown,7503,6-1,16,0.9662376,8,False
10064,unknown,7504,6-1,16,0.9645871,8,False
10065,unknown,7505,6-1,16,0.96278614,-1,True
10066,unknown,7506,6-1,16,0.9649176,8,False
10067,unknown,7507,6-1,16,0.9642652,8,False
10068,unknown,7508,6-1,16,0.9644096,8,False
10069,unknown,7509,6-1,16,0.96577024,8,False
10070,unknown,7510,6-1,16,0.9632342,10,False
10071,unknown,7511,6-1,16,0.96267354,8,False
10072,unknown,7512,6-1,16,0.96376973,8,False
10073,unknown,7513,6-1,16,0.96493495,8,False
10074,unknown,7514,6-1,16,0.96644497,8,False
10075,unknown,7515,6-1,16,0.9648367,8,False
10076,unknown,7516,6-1,16,0.9636368,-1,True
10077,unknown,7517,6-1,16,0.9634375,8,False
10078,unknown,7518,6-1,16,0.9638605,8,False
10079,unknown,7519,6-1,16,0.9634566,8,False
10080,unknown,7520,6-1,16,0.96645516,8,False
10081,unknown,7521,6-1,16,0.96416306,8,False
10082,unknown,7522,6-1,16,0.9663421,8,False
10083,unknown,7523,6-1,16,0.9652205,8,False
10084,unknown,7524,6-1,16,0.9641243,8,False
10085,unknown,7525,6-1,16,0.9654179,8,False
10086,unknown,7526,6-1,16,0.96390194,-1,True
10087,unknown,7527,6-1,16,0.9652895,8,False
10088,unknown,7528,6-1,16,0.96418554,8,False
10089,unknown,7529,6-1,16,0.9646055,-1,True
10090,unknown,7530,6-1,16,0.9647076,10,False
10091,unknown,7531,6-1,16,0.964687,8,False
10092,unknown,7532,6-1,16,0.9646277,8,False
10093,unknown,7533,6-1,16,0.9656972,8,False
10094,unknown,7534,6-1,16,0.9651593,8,False
10095,unknown,7535,6-1,16,0.96604466,8,False
10096,unknown,7536,6-1,16,0.96541226,-1,True
10097,unknown,7537,6-1,16,0.9630881,-1,True
10098,unknown,7538,6-1,16,0.96520233,8,False
10099,unknown,7539,6-1,16,0.9646915,8,False
10100,unknown,7540,6-1,16,0.9658424,8,False
10101,unknown,7541,6-1,16,0.9648394,8,False
10102,unknown,7542,6-1,16,0.9635923,8,False
10103,unknown,7543,6-1,16,0.9629002,8,False
10104,unknown,7544,6-1,16,0.96373713,8,False
10105,unknown,7545,6-1,16,0.9651269,8,False
10106,unknown,7546,6-1,16,0.9653026,8,False
10107,unknown,7547,6-1,16,0.9644891,8,False
10108,unknown,7548,6-1,16,0.96344787,8,False
10109,unknown,7549,6-1,16,0.96374625,-1,True
10110,unknown,7550,6-1,16,0.9653845,8,False
10111,unknown,7551,6-1,16,0.96332556,-1,True
10112,unknown,7552,6-1,16,0.96437013,8,False
10113,unknown,7553,6-1,16,0.96466875,8,False
10114,unknown,7554,6-1,16,0.96405673,-1,True
10115,unknown,7555,6-1,16,0.9653684,8,False
10116,unknown,7556,6-1,16,0.96436596,8,False
10117,unknown,7557,6-1,16,0.96641207,8,False
10118,unknown,7558,6-1,16,0.96595764,8,False
10119,unknown,7559,6-1,16,0.9652842,8,False
10120,unknown,7560,6-1,16,0.9651699,8,False
10121,unknown,7561,6-1,16,0.9626098,-1,True
10122,unknown,7562,6-1,16,0.96364003,8,False
10123,unknown,7563,6-1,16,0.96345544,8,False
10124,unknown,7564,6-1,16,0.9648827,8,False
10125,unknown,7565,6-1,16,0.96408254,-1,True
10126,unknown,7566,6-1,16,0.96390903,8,False
10127,unknown,7567,6-1,16,0.9653315,8,False
10128,unknown,7568,6-1,16,0.9644862,10,False
10129,unknown,7569,6-1,16,0.9644717,8,False
10130,unknown,7570,6-1,16,0.96331704,10,False
10131,unknown,7571,6-1,16,0.96359193,-1,True
10132,unknown,7572,6-1,16,0.9632837,8,False
10133,unknown,7573,6-1,16,0.96273357,8,False
10134,unknown,7574,6-1,16,0.9669822,8,False
10135,unknown,7575,6-1,16,0.96333265,8,False
10136,unknown,7576,6-1,16,0.9647634,8,False
10137,unknown,7577,6-1,16,0.96408993,8,False
10138,unknown,7578,6-1,16,0.9648358,8,False
10139,unknown,7579,6-1,16,0.9664309,8,False
10140,unknown,7580,6-1,16,0.9647748,8,False
10141,unknown,7581,6-1,16,0.9644871,-1,True
10142,unknown,7582,6-1,16,0.9652914,8,False
10143,unknown,7583,6-1,16,0.96625614,8,False
10144,unknown,7584,6-1,16,0.9659425,8,False
10145,unknown,7585,6-1,16,0.96539104,8,False
10146,unknown,7586,6-1,16,0.9668555,8,False
10147,unknown,7587,6-1,16,0.96419317,8,False
10148,unknown,7588,6-1,16,0.96581423,8,False
10149,unknown,7589,6-1,16,0.9648032,8,False
10150,unknown,7590,6-1,16,0.9666893,8,False
10151,unknown,7591,6-1,16,0.9647549,8,False
10152,unknown,7592,6-1,16,0.9646834,8,False
10153,unknown,7593,6-1,16,0.96468014,10,False
10154,unknown,7594,6-1,16,0.9658942,8,False
10155,unknown,7595,6-1,16,0.9641433,8,False
10156,unknown,7596,6-1,16,0.96503067,8,False
10157,unknown,7597,6-1,16,0.9651985,8,False
10158,unknown,7598,6-1,16,0.9639272,8,False
10159,unknown,7599,6-1,16,0.96310496,8,False
10160,unknown,7600,6-1,16,0.96471655,8,False
10161,unknown,7601,6-1,16,0.9658758,8,False
10162,unknown,7602,6-1,16,0.9629145,8,False
10163,unknown,7603,6-1,16,0.96451974,8,False
10164,unknown,7604,6-1,16,0.96440727,8,False
10165,unknown,7605,6-1,16,0.96625197,8,False
10166,unknown,7606,6-1,16,0.96383905,8,False
10167,unknown,7607,6-1,16,0.9629302,8,False
10168,unknown,7608,6-1,16,0.9643177,10,False
10169,unknown,7609,6-1,16,0.96545994,8,False
10170,unknown,7610,6-1,16,0.9657556,8,False
10171,unknown,7611,6-1,16,0.96404016,-1,True
10172,unknown,7612,6-1,16,0.96324855,8,False
10173,unknown,7613,6-1,16,0.9663701,8,False
10174,unknown,7614,6-1,16,0.9633733,10,False
10175,unknown,7615,6-1,16,0.96444774,8,False
10176,unknown,7616,6-1,16,0.9665778,8,False
10177,unknown,7617,6-1,16,0.96534234,-1,True
10178,unknown,7618,6-1,16,0.9635025,8,False
10179,unknown,7619,6-1,16,0.9645971,8,False
10180,unknown,7620,6-1,16,0.9643636,8,False
10181,unknown,7621,6-1,16,0.96287847,8,False
10182,unknown,7622,6-1,16,0.963567,8,False
10183,unknown,7623,6-1,16,0.96439636,10,False
10184,unknown,7624,6-1,16,0.9648928,10,False
10185,unknown,7625,6-1,16,0.96520734,8,False
10186,unknown,7626,6-1,16,0.96355253,8,False
10187,unknown,7627,6-1,16,0.96476406,8,False
10188,unknown,7628,6-1,16,0.9659766,8,False
10189,unknown,7629,6-1,16,0.96449196,8,False
10190,unknown,7630,6-1,16,0.9649161,8,False
10191,unknown,7631,6-1,16,0.96486986,8,False
10192,unknown,7632,6-1,16,0.9653233,8,False
10193,unknown,7633,6-1,16,0.9646082,8,False
10194,unknown,7634,6-1,16,0.96615183,8,False
10195,unknown,7635,6-1,16,0.96536386,8,False
10196,unknown,7636,6-1,16,0.96539557,8,False
10197,unknown,7637,6-1,16,0.96404696,8,False
10198,unknown,7638,6-1,16,0.96390927,8,False
10199,unknown,7639,6-1,16,0.96496475,8,False
10200,unknown,7640,6-1,16,0.9648596,8,False
10201,unknown,7641,6-1,16,0.9642359,10,False
10202,unknown,7642,6-1,16,0.96506155,8,False
10203,unknown,7643,6-1,16,0.962975,8,False
10204,unknown,7644,6-1,16,0.9644245,8,False
10205,unknown,7645,6-1,16,0.963318,8,False
10206,unknown,7646,6-1,16,0.96500623,-1,True
10207,unknown,7647,6-1,16,0.9641793,8,False
10208,unknown,7648,6-1,16,0.96442086,8,False
10209,unknown,7649,6-1,16,0.965387,8,False
10210,unknown,7650,6-1,16,0.964646,8,False
10211,unknown,7651,6-1,16,0.9643396,8,False
10212,unknown,7652,6-1,16,0.9651216,8,False
10213,unknown,7653,6-1,16,0.96500474,8,False
10214,unknown,7654,6-1,16,0.96518314,8,False
10215,unknown,7655,6-1,16,0.96552336,8,False
10216,unknown,7656,6-1,16,0.9638948,10,False
10217,unknown,7657,6-1,16,0.96301794,8,False
10218,unknown,7658,6-1,16,0.96358097,8,False
10219,unknown,7659,6-1,16,0.9651339,10,False
10220,unknown,7660,6-1,16,0.96468866,8,False
10221,unknown,7661,6-1,16,0.965431,8,False
10222,unknown,7662,6-1,16,0.9662329,8,False
10223,unknown,7663,6-1,16,0.9669089,8,False
10224,unknown,7664,6-1,16,0.9625717,10,False
10225,unknown,7665,6-1,16,0.96464187,8,False
10226,unknown,7666,6-1,16,0.96581066,8,False
10227,unknown,7667,6-1,16,0.96678376,8,False
10228,unknown,7668,6-1,16,0.9655108,8,False
10229,unknown,7669,6-1,16,0.96548074,8,False
10230,unknown,7670,6-1,16,0.966161,8,False
10231,unknown,7671,6-1,16,0.96370465,10,False
10232,unknown,7672,6-1,16,0.9633275,10,False
10233,unknown,7673,6-1,16,0.9646132,8,False
10234,unknown,7674,6-1,16,0.96658325,8,False
10235,unknown,7675,6-1,16,0.9654404,8,False
10236,unknown,7676,6-1,16,0.9639379,8,False
10237,unknown,7677,6-1,16,0.96479577,8,False
10238,unknown,7678,6-1,16,0.9639939,8,False
10239,unknown,7679,6-1,16,0.9654875,8,False
10240,unknown,7680,6-1,16,0.9642905,8,False
10241,unknown,7681,6-1,16,0.9634333,8,False
10242,unknown,7682,6-1,16,0.9643722,8,False
10243,unknown,7683,6-1,16,0.96342814,8,False
10244,unknown,7684,6-1,16,0.96515584,8,False
10245,unknown,7685,6-1,16,0.9653788,8,False
10246,unknown,7686,6-1,16,0.9645879,10,False
10247,unknown,7687,6-1,16,0.96492696,8,False
10248,unknown,7688,6-1,16,0.96373934,10,False
10249,unknown,7689,6-1,16,0.9650971,8,False
10250,unknown,7690,6-1,16,0.9662607,8,False
10251,unknown,7691,6-1,16,0.96635276,8,False
10252,unknown,7692,6-1,16,0.96611935,8,False
10253,unknown,7693,6-1,16,0.96590936,8,False
10254,unknown,7694,6-1,16,0.9659556,8,False
10255,unknown,7695,6-1,16,0.9633337,8,False
10256,unknown,7696,6-1,16,0.9632802,8,False
10257,unknown,7697,6-1,16,0.96722907,8,False
10258,unknown,7698,6-1,16,0.96254987,-1,True
10259,unknown,7699,6-1,16,0.96718216,8,False
10260,unknown,7700,6-1,16,0.9662023,8,False
10261,unknown,7701,6-1,16,0.9655101,8,False
10262,unknown,7702,6-1,16,0.96333796,8,False
10263,unknown,7703,6-1,16,0.9632553,10,False
10264,unknown,7704,6-1,16,0.9637225,8,False
10265,unknown,7705,6-1,16,0.9640256,-1,True
10266,unknown,7706,6-1,16,0.9628803,10,False
10267,unknown,7707,6-1,16,0.96550584,8,False
10268,unknown,7708,6-1,16,0.96437466,8,False
10269,unknown,7709,6-1,16,0.9645165,8,False
10270,unknown,7710,6-1,16,0.96469903,8,False
10271,unknown,7711,6-1,16,0.96362364,8,False
10272,unknown,7712,6-1,16,0.9654303,8,False
10273,unknown,7713,6-1,16,0.9654371,8,False
10274,unknown,7714,6-1,16,0.96514165,8,False
10275,unknown,7715,6-1,16,0.96301824,8,False
10276,unknown,7716,6-1,16,0.96367294,10,False
10277,unknown,7717,6-1,16,0.9642199,8,False
10278,unknown,7718,6-1,16,0.96512336,8,False
10279,unknown,7719,6-1,16,0.96407473,8,False
10280,unknown,7720,6-1,16,0.964772,8,False
10281,unknown,7721,6-1,16,0.965096,10,False
10282,unknown,7722,6-1,16,0.96246976,8,False
10283,unknown,7723,6-1,16,0.96513486,8,False
10284,unknown,7724,6-1,16,0.96635854,8,False
10285,unknown,7725,6-1,16,0.9633795,8,False
10286,unknown,7726,6-1,16,0.9660211,8,False
10287,unknown,7727,6-1,16,0.96418273,8,False
10288,unknown,7728,6-1,16,0.96484375,10,False
10289,unknown,7729,6-1,16,0.96302503,-1,True
10290,unknown,7730,6-1,16,0.96433175,-1,True
10291,unknown,7731,6-1,16,0.96539146,8,False
10292,unknown,7732,6-1,16,0.9655776,8,False
10293,unknown,7733,6-1,16,0.96532774,8,False
10294,unknown,7734,6-1,16,0.963852,-1,True
10295,unknown,7735,6-1,16,0.9652789,8,False
10296,unknown,7736,6-1,16,0.96314174,10,False
10297,unknown,7737,6-1,16,0.963979,8,False
10298,unknown,7738,6-1,16,0.9627129,-1,True
10299,unknown,7739,6-1,16,0.9641172,10,False
10300,unknown,7740,6-1,16,0.96451855,8,False
10301,unknown,7741,6-1,16,0.963968,8,False
10302,unknown,7742,6-1,16,0.9631484,8,False
10303,unknown,7743,6-1,16,0.9663383,8,False
10304,unknown,7744,6-1,16,0.96563596,8,False
10305,unknown,7745,6-1,16,0.96595263,8,False
10306,unknown,7746,6-1,16,0.9629033,-1,True
10307,unknown,7747,6-1,16,0.9637343,-1,True
10308,unknown,7748,6-1,16,0.9648572,10,False
10309,unknown,7749,6-1,16,0.9650693,10,False
10310,unknown,7750,6-1,16,0.96490806,8,False
10311,unknown,7751,6-1,16,0.9642768,8,False
10312,unknown,7752,6-1,16,0.9653126,8,False
10313,unknown,7753,6-1,16,0.9657819,8,False
10314,unknown,7754,6-1,16,0.96431506,8,False
10315,unknown,7755,6-1,16,0.96577024,8,False
10316,unknown,7756,6-1,16,0.9662713,8,False
10317,unknown,7757,6-1,16,0.9656381,8,False
10318,unknown,7758,6-1,16,0.9638952,8,False
10319,unknown,7759,6-1,16,0.9646805,8,False
10320,unknown,7760,6-1,16,0.9663582,8,False
10321,unknown,7761,6-1,16,0.9625012,8,False
10322,unknown,7762,6-1,16,0.9649765,8,False
10323,unknown,7763,6-1,16,0.96458405,8,False
10324,unknown,7764,6-1,16,0.9652119,8,False
10325,unknown,7765,6-1,16,0.9651228,8,False
10326,unknown,7766,6-1,16,0.9631324,8,False
10327,unknown,7767,6-1,16,0.96511173,8,False
10328,unknown,7768,6-1,16,0.9649338,8,False
10329,unknown,7769,6-1,16,0.96524596,8,False
10330,unknown,7770,6-1,16,0.96532094,-1,True
10331,unknown,7771,6-1,16,0.9628028,-1,True
10332,unknown,7772,6-1,16,0.9660231,8,False
10333,unknown,7773,6-1,16,0.9665423,8,False
10334,unknown,7774,6-1,16,0.9642508,8,False
10335,unknown,7775,6-1,16,0.96465176,8,False
10336,unknown,7776,6-1,16,0.96334547,8,False
10337,unknown,7777,6-1,16,0.96559685,8,False
10338,unknown,7778,6-1,16,0.9629514,10,False
10339,unknown,7779,6-1,16,0.96578074,-1,True
10340,unknown,7780,6-1,16,0.9658851,8,False
10341,unknown,7781,6-1,16,0.96451557,8,False
10342,unknown,7782,6-1,16,0.96378005,8,False
10343,unknown,7783,6-1,16,0.9628261,8,False
10344,unknown,7784,6-1,16,0.9649235,8,False
10345,unknown,7785,6-1,16,0.96516675,8,False
10346,unknown,7786,6-1,16,0.9660495,8,False
10347,unknown,7787,6-1,16,0.9656223,8,False
10348,unknown,7788,6-1,16,0.96519464,8,False
10349,unknown,7789,6-1,16,0.96636176,8,False
10350,unknown,7790,6-1,16,0.9648577,8,False
10351,unknown,7791,6-1,16,0.9641872,8,False
10352,unknown,7792,6-1,16,0.9640213,8,False
10353,unknown,7793,6-1,16,0.96269095,-1,True
10354,unknown,7794,6-1,16,0.96657676,8,False
10355,unknown,7795,6-1,16,0.9655781,8,False
10356,unknown,7796,6-1,16,0.965727,8,False
10357,unknown,7797,6-1,16,0.96581155,8,False
10358,unknown,7798,6-1,16,0.9637947,8,False
10359,unknown,7799,6-1,16,0.9636673,8,False
10360,unknown,7800,6-1,16,0.9633871,10,False
10361,unknown,7801,6-1,16,0.9636312,8,False
10362,unknown,7802,6-1,16,0.9657252,8,False
10363,unknown,7803,6-1,16,0.96331024,8,False
10364,unknown,7804,6-1,16,0.96495247,8,False
10365,unknown,7805,6-1,16,0.96550167,8,False
10366,unknown,7806,6-1,16,0.96339566,8,False
10367,unknown,7807,6-1,16,0.96362025,10,False
10368,unknown,7808,6-1,16,0.963891,10,False
10369,unknown,7809,6-1,16,0.9653846,8,False
10370,unknown,7810,6-1,16,0.9635392,8,False
10371,unknown,7811,6-1,16,0.9644903,10,False
10372,unknown,7812,6-1,16,0.96570504,8,False
10373,unknown,7813,6-1,16,0.96306986,8,False
10374,unknown,7814,6-1,16,0.96507066,10,False
10375,unknown,7815,6-1,16,0.9631361,10,False
10376,unknown,7816,6-1,16,0.9634535,10,False
10377,unknown,7817,6-1,16,0.96411335,8,False
10378,unknown,7818,6-1,16,0.9648956,-1,True
10379,unknown,7819,6-1,16,0.9640804,-1,True
10380,unknown,7820,6-1,16,0.965382,8,False
10381,unknown,7821,6-1,16,0.96543515,8,False
10382,unknown,7822,6-1,16,0.9659735,8,False
10383,unknown,7823,6-1,16,0.96465296,8,False
10384,unknown,7824,6-1,16,0.9665097,8,False
10385,unknown,7825,6-1,16,0.9635879,10,False
10386,unknown,7826,6-1,16,0.9645339,10,False
10387,unknown,7827,6-1,16,0.96541333,8,False
10388,unknown,7828,6-1,16,0.9629646,8,False
10389,unknown,7829,6-1,16,0.9644157,8,False
10390,unknown,7830,6-1,16,0.96634793,8,False
10391,unknown,7831,6-1,16,0.96513003,8,False
10392,unknown,7832,6-1,16,0.9654045,-1,True
10393,unknown,7833,6-1,16,0.9659807,8,False
10394,unknown,7834,6-1,16,0.96505845,8,False
10395,unknown,7835,6-1,16,0.9643508,8,False
10396,unknown,7836,6-1,16,0.9634907,-1,True
10397,unknown,7837,6-1,16,0.96373653,10,False
10398,unknown,7838,6-1,16,0.96650976,8,False
10399,unknown,7839,6-1,16,0.9660096,8,False
10400,unknown,7840,6-1,16,0.9648334,8,False
10401,unknown,7841,6-1,16,0.9658483,8,False
10402,unknown,7842,6-1,16,0.9641031,8,False
10403,unknown,7843,6-1,16,0.96622676,8,False
10404,unknown,7844,6-1,16,0.96470535,8,False
10405,unknown,7845,6-1,16,0.96498436,8,False
10406,unknown,7846,6-1,16,0.9653156,8,False
10407,unknown,7847,6-1,16,0.9638572,10,False
10408,unknown,7848,6-1,16,0.9653702,8,False
10409,unknown,7849,6-1,16,0.96485037,10,False
10410,unknown,7850,6-1,16,0.96404535,8,False
10411,unknown,7851,6-1,16,0.9643826,8,False
10412,unknown,7852,6-1,16,0.9651904,8,False
10413,unknown,7853,6-1,16,0.9637296,8,False
10414,unknown,7854,6-1,16,0.96316296,10,False
10415,unknown,7855,6-1,16,0.96421385,8,False
10416,unknown,7856,6-1,16,0.9636342,8,False
10417,unknown,7857,6-1,16,0.96566236,8,False
10418,unknown,7858,6-1,16,0.9646399,10,False
10419,unknown,7859,6-1,16,0.9644022,10,False
10420,unknown,7860,6-1,16,0.9644082,10,False
10421,unknown,7861,6-1,16,0.9644969,10,False
10422,unknown,7862,6-1,16,0.9652764,-1,True
10423,unknown,7863,6-1,16,0.9655628,-1,True
10424,unknown,7864,6-1,16,0.96385163,10,False
10425,unknown,7865,6-1,16,0.9657372,8,False
10426,unknown,7866,6-1,16,0.9634526,8,False
10427,unknown,7867,6-1,16,0.96387863,8,False
10428,unknown,7868,6-1,16,0.96366143,8,False
10429,unknown,7869,6-1,16,0.9647669,8,False
10430,unknown,7870,6-1,16,0.9648645,8,False
10431,unknown,7871,6-1,16,0.965109,8,False
10432,unknown,7872,6-1,16,0.96377057,-1,True
10433,unknown,7873,6-1,16,0.9637672,10,False
10434,unknown,7874,6-1,16,0.96450925,-1,True
10435,unknown,7875,6-1,16,0.9649002,10,False
10436,unknown,7876,6-1,16,0.9662578,8,False
10437,unknown,7877,6-1,16,0.96548575,8,False
10438,unknown,7878,6-1,16,0.9657575,8,False
10439,unknown,7879,6-1,16,0.96609986,8,False
10440,unknown,7880,6-1,16,0.9651555,8,False
10441,unknown,7881,6-1,16,0.9647548,8,False
10442,unknown,7882,6-1,16,0.96569616,8,False
10443,unknown,7883,6-1,16,0.96383125,8,False
10444,unknown,7884,6-1,16,0.9646816,8,False
10445,unknown,7885,6-1,16,0.96488756,8,False
10446,unknown,7886,6-1,16,0.9646534,-1,True
10447,unknown,7887,6-1,16,0.96285564,8,False
10448,unknown,7888,6-1,16,0.96374196,8,False
10449,unknown,7889,6-1,16,0.9632745,10,False
10450,unknown,7890,6-1,16,0.9640539,8,False
10451,unknown,7891,6-1,16,0.9639234,8,False
10452,unknown,7892,6-1,16,0.96545064,8,False
10453,unknown,7893,6-1,16,0.96270007,10,False
10454,unknown,7894,6-1,16,0.96524084,8,False
10455,unknown,7895,6-1,16,0.96402824,10,False
10456,unknown,7896,6-1,16,0.9651309,8,False
10457,unknown,7897,6-1,16,0.9641584,8,False
10458,unknown,7898,6-1,16,0.96449196,8,False
10459,unknown,7899,6-1,16,0.96379936,8,False
10460,unknown,7900,6-1,16,0.9658798,8,False
10461,unknown,7901,6-1,16,0.9654978,8,False
10462,unknown,7902,6-1,16,0.9655271,8,False
10463,unknown,7903,6-1,16,0.96600825,8,False
10464,unknown,7904,6-1,16,0.9659158,8,False
10465,unknown,7905,6-1,16,0.9669991,8,False
10466,unknown,7906,6-1,16,0.96337825,8,False
10467,unknown,7907,6-1,16,0.96574414,8,False
10468,unknown,7908,6-1,16,0.9644133,8,False
10469,unknown,7909,6-1,16,0.9638859,8,False
10470,unknown,7910,6-1,16,0.9645034,10,False
10471,unknown,7911,6-1,16,0.96558714,8,False
10472,unknown,7912,6-1,16,0.9640073,10,False
10473,unknown,7913,6-1,16,0.9640828,10,False
10474,unknown,7914,6-1,16,0.96525156,8,False
10475,unknown,7915,6-1,16,0.96395683,8,False
10476,unknown,7916,6-1,16,0.96463144,-1,True
10477,unknown,7917,6-1,16,0.96431386,8,False
10478,unknown,7918,6-1,16,0.96505654,8,False
10479,unknown,7919,6-1,16,0.9649445,8,False
10480,unknown,7920,6-1,16,0.96433985,8,False
10481,unknown,7921,6-1,16,0.96287835,8,False
10482,unknown,7922,6-1,16,0.9660218,8,False
10483,unknown,7923,6-1,16,0.9654251,8,False
10484,unknown,7924,6-1,16,0.96583724,8,False
10485,unknown,7925,6-1,16,0.9648939,8,False
10486,unknown,7926,6-1,16,0.96480954,10,False
10487,unknown,7927,6-1,16,0.9653615,8,False
10488,unknown,7928,6-1,16,0.9635314,-1,True
10489,unknown,7929,6-1,16,0.9625601,8,False
10490,unknown,7930,6-1,16,0.9645779,8,False
10491,unknown,7931,6-1,16,0.96415776,8,False
10492,unknown,7932,6-1,16,0.9660551,8,False
10493,unknown,7933,6-1,16,0.9642365,8,False
10494,unknown,7934,6-1,16,0.9638974,10,False
10495,unknown,7935,6-1,16,0.96414286,8,False
10496,unknown,7936,6-1,16,0.9648855,8,False
10497,unknown,7937,6-1,16,0.9640805,8,False
10498,unknown,7938,6-1,16,0.9638941,-1,True
10499,unknown,7939,6-1,16,0.96332973,8,False
10500,unknown,7940,6-1,16,0.966311,8,False
10501,unknown,7941,6-1,16,0.96583533,8,False
10502,unknown,7942,6-1,16,0.965951,8,False
10503,unknown,7943,6-1,16,0.9636075,10,False
10504,unknown,7944,6-1,16,0.9644676,8,False
10505,unknown,7945,6-1,16,0.9633118,10,False
10506,unknown,7946,6-1,16,0.9646694,10,False
10507,unknown,7947,6-1,16,0.96349955,8,False
10508,unknown,7948,6-1,16,0.9647393,8,False
10509,unknown,7949,6-1,16,0.96525705,-1,True
10510,unknown,7950,6-1,16,0.96473575,8,False
10511,unknown,7951,6-1,16,0.964314,10,False
10512,unknown,7952,6-1,16,0.9648902,8,False
10513,unknown,7953,6-1,16,0.965013,-1,True
10514,unknown,7954,6-1,16,0.96626043,8,False
10515,unknown,7955,6-1,16,0.9628188,-1,True
10516,unknown,7956,6-1,16,0.9649244,8,False
10517,unknown,7957,6-1,16,0.96389747,8,False
10518,unknown,7958,6-1,16,0.96611977,8,False
10519,unknown,7959,6-1,16,0.9640934,8,False
10520,unknown,7960,6-1,16,0.9634272,8,False
10521,unknown,7961,6-1,16,0.9649187,10,False
10522,unknown,7962,6-1,16,0.9653185,8,False
10523,unknown,7963,6-1,16,0.9643141,-1,True
10524,unknown,7964,6-1,16,0.965575,8,False
10525,unknown,7965,6-1,16,0.9640704,8,False
10526,unknown,7966,6-1,16,0.96652544,8,False
10527,unknown,7967,6-1,16,0.9660788,8,False
10528,unknown,7968,6-1,16,0.9638201,8,False
10529,unknown,7969,6-1,16,0.96527696,8,False
10530,unknown,7970,6-1,16,0.9626852,10,False
10531,unknown,7971,6-1,16,0.96631384,8,False
10532,unknown,7972,6-1,16,0.9640986,8,False
10533,unknown,7973,6-1,16,0.9640918,8,False
10534,unknown,7974,6-1,16,0.9647147,8,False
10535,unknown,7975,6-1,16,0.9645023,8,False
10536,unknown,7976,6-1,16,0.9670653,8,False
10537,unknown,7977,6-1,16,0.9656873,8,False
10538,unknown,7978,6-1,16,0.964699,-1,True
10539,unknown,7979,6-1,16,0.9664252,8,False
10540,unknown,7980,6-1,16,0.9640803,8,False
10541,unknown,7981,6-1,16,0.9632432,10,False
